5 0 -50 0 -15.22 -4.84 -15.33 3.66 -12.74 -14.86 -13.56 14.04 -5.72 0 0 -12 0 12 10.26 -24 10.73 24 10.73 0 
-26.9541 -31.6055 -50.0019 -0.0216974 -30.6514 -16.8165 -30.7706 -6.44037 -28.2109 -30.3672 -30.2936 3.69725 -26.2385 -14.1927 -21.8257 -26.7156 -15.4627 2.32561 -7.87156 -31.0092 -5.82402 19.9438 -7.3945 -15.1468 
-26.9541 31.6055 -50.0019 0.0216974 -30.7706 6.44037 -30.6514 16.8165 -30.2936 -3.69725 -28.2109 30.3672 -26.2385 14.1927 -15.4627 -2.32561 -21.8257 26.7156 -5.82402 -19.9438 -7.87156 31.0092 -7.3945 15.1468 
-41.78 0 -50 -1.42109e-14 -47.2378 -3.03472 -47.2378 3.03472 -47.1979 -6.18924 -47.1979 6.18924 -42.4063 0.159722 -36.6157 -6.81223 -36.6157 6.81223 -24.75 -22 -24.74 22 -13.1987 -1.06581e-14 
-36.02 -35 -50 -0.01 -36.6147 -15.1468 -36.2569 -6.6789 -36.1376 -28.1468 -34.6 4.3 -31.6055 -14.0734 -26.7156 -28.8624 -20.156 0.59633 -10.23 -30.77 -7.44 19.44 -7.62 -11.95 
-36.02 35 -50 0.01 -36.2569 6.6789 -36.6147 15.1468 -34.6 -4.3 -36.1376 28.1468 -31.6055 14.0734 -20.156 -0.59633 -26.7156 28.8624 -7.44 -19.44 -10.23 30.77 -7.62 11.95 
-36.04 -9.96 -49.83 -2.6 -42.7 -4.46 -42.84 -0.16 -42.7 -7.68 -42.7 5.45 -35.75 -4.69 -32.78 -14.82 -31.25 9.28 -18 -27.39 -18 22 -14.78 -5.49 
-36.04 9.96 -49.83 2.6 -42.84 0.16 -42.7 4.46 -42.7 -5.45 -42.7 7.68 -35.75 4.69 -31.25 -9.28 -32.78 14.82 -18 -22 -18 27.39 -14.78 5.49 
-43.3891 -9.53055 -50.043 -5.66016 -47.4375 -4.04297 -45.7271 -1.53275 -46.5786 -7.91921 -47.4019 3.88746 -43.2576 -5.70524 -38.7948 -14.81 -36.8712 3.83188 -23.3014 -28.2011 -23.1957 20.0709 -13.7948 -5.53493 
-43.3891 9.53055 -50.043 5.66016 -45.7271 1.53275 -47.4375 4.04297 -47.4019 -3.88746 -46.5786 7.91921 -43.2576 5.70524 -36.8712 -3.83188 -38.7948 14.81 -23.1957 -20.0709 -23.3014 28.2011 -13.7948 5.53493 
-54.5 -36 -50 0 -46.4083 -13.1987 -45.9825 -5.36463 -49.048 -25.0349 -44.2795 2.81004 -41.81 -14.3057 -40.6179 -25.9716 -27.4312 5.24771 -19.32 -30.06 -12.88 19.8 -14.91 -9.18 
-54.5 36 -50 0 -45.9825 5.36463 -46.4083 13.1987 -44.2795 -2.81004 -49.048 25.0349 -41.81 14.3057 -27.4312 -5.24771 -40.6179 25.9716 -12.88 -19.8 -19.32 30.06 -14.91 9.18 
-54.5 0 -50 -1.33227e-14 -47 -2.5 -47 2.5 -47 -7 -47 7 -43 -1.02141e-14 -35 -13 -35 13 -24.75 -22 -24.75 22 -13.2838 0.255459 
-54.5 -10.57 -50.9115 -6.2691 -48.4757 -4.15278 -46.6788 -1.31771 -48.7951 -9.30382 -48.65 3.2 -44.37 -2.62 -43.73 -9.47 -39.9 4.33 -24.81 -29.58 -18.82 25.56 -13.6245 -5.79039 
-54.5 10.57 -50.9115 6.2691 -46.6788 1.31771 -48.4757 4.15278 -48.65 -3.2 -48.7951 9.30382 -44.37 2.62 -39.9 -4.33 -43.73 9.47 -18.82 -25.56 -24.81 29.58 -13.6245 5.79039 
-42.1009 -28.0275 -50.0039 -0.0445677 -43.1725 -10.8996 -42.321 -3.91703 -43.1725 -20.7773 -40.9585 5.19432 -38.9148 -13.2838 -32.869 -22.4803 -25.0926 4.59619 -15.6239 -30.5321 -12.7615 21.7064 -13.9541 -11.8073 
-42.1009 28.0275 -50.0039 0.0445677 -42.321 3.91703 -43.1725 10.8996 -40.9585 -5.19432 -43.1725 20.7773 -38.9148 13.2838 -25.0926 -4.59619 -32.869 22.4803 -12.7615 -21.7064 -15.6239 30.5321 -13.9541 11.8073 
-48.97 -17.73 -50.592 -6.54861 -48.0365 -6.70833 -46.1597 -2.875 -47.7969 -13.8559 -47.6856 4.85371 -45.1215 -7.54688 -40.1921 -14.5611 -36.8712 0.936681 -21.8843 -27.7598 -20.89 22.42 -14.2205 -6.64192 
-48.97 17.73 -50.592 6.54861 -46.1597 2.875 -48.0365 6.70833 -47.6856 -4.85371 -47.7969 13.8559 -45.1215 7.54688 -36.8712 -0.936681 -40.1921 14.5611 -20.89 -22.42 -21.8843 27.7598 -14.2205 6.64192 
-22.0807 0 -50 -2.6834e-17 -26.1985 -3.14722 -26.1985 3.14722 -25.8582 -10.3773 -25.8582 10.3773 -20.4233 0.0480914 -15.8619 -12.8278 -15.2466 11.974 -6.18495 -22.0099 -5.42551 22.1237 -3.0242 -8.88178e-16 
-31.0031 0 -50 -2.99384e-18 -36.7338 -2.99116 -36.6572 2.667 -36.2 -8.93089 -36.1233 8.13317 -30.4675 0.218918 -28.8401 -12.2571 -27.8487 9.82367 -18.0251 -20.9992 -18.9263 22.261 -11.0163 -8.79161e-17 
-48.35 -9.55 -51.2109 -6.73828 -49.1445 -4.22266 -46.8785 -2.47569 -48.12 -8.17 -47.345 3.49127 -44.4498 -7.5786 -39.5961 -12.6878 -36.8712 1.4476 -27.41 -28.75 -25.72 19.11 -13.5393 -5.62009 
-48.35 9.55 -51.2109 6.73828 -46.8785 2.47569 -49.1445 4.22266 -47.345 -3.49127 -48.12 8.17 -44.4498 7.5786 -36.8712 -1.4476 -39.5961 12.6878 -25.72 -19.11 -27.41 28.75 -13.5393 5.62009 
15.14 0 -50 0 -3.50391 -5.30078 -3.50391 5.30078 -4.22266 -15.9023 -4.22266 15.9023 4.13281 0.269531 9.84632 -12.1581 10.0176 12.0724 20.2064 -24.3161 20.7201 23.0318 20.68 -8.88178e-16 
12.0562 -9.13349 -50 0 -5.30078 -8.26562 -4.22266 1.88672 -5.57031 -16.3516 -3.23438 12.3086 1.78821 -3.32096 8.94105 -15.7533 10.5313 9.16136 19.7656 -24.2578 18.7773 21.2031 19.1367 -1.88672 
12.0562 9.13349 -50 0 -4.22266 -1.88672 -5.30078 8.26562 -3.23438 -12.3086 -5.57031 16.3516 1.78821 3.32096 10.5313 -9.16136 8.94105 15.7533 18.7773 -21.2031 19.7656 24.2578 19.1367 1.88672 
11.6262 -16.7633 -50 -0.0189202 -4.58203 -13.5664 -4.3125 -1.16797 -4.85156 -21.7422 -4.13281 12.2188 0.356403 -7.74316 8.94105 -19.5 11.1306 3.25357 18.9039 -26.5677 18.4083 17.4665 18.6875 -7.45703 
11.6262 16.7633 -50 0.0189202 -4.3125 1.16797 -4.58203 13.5664 -4.13281 -12.2188 -4.85156 21.7422 0.356403 7.74316 11.1306 -3.25357 8.94105 19.5 18.4083 -17.4665 18.9039 26.5677 18.6875 7.45703 
